Product,Product Id,Question,Answer
Toys_and_Games,B001DNVD90,Is this baby intact?,"Intact? Yes, it's a whole baby :)"
Toys_and_Games,B001DNVD90,How big is he?,about the size of a small newborn. 15 inches?
Toys_and_Games,B001DNVD90,Is this doll weighted?,No he is not.
Toys_and_Games,B001DNVD90,Can he fit newborn/premiere clothes?,Preemie clothes would be a little too large for this baby.
Toys_and_Games,B001DNVD90,Does he fit newborn cloths?,They would be too large.
Toys_and_Games,B001DNVD90,What size the doll is?,"This doll is 14"" from head to toe."
Toys_and_Games,B002EEP3NO,Is this death star operational?,It's a trap.
Toys_and_Games,B002EEP3NO,Did the old man shut down the tractor beam before the boxed it?,"Yes, but if you see some discarded brown robes inside, those aren't not supposed to be included, just send them back please.  They have a pretty large light saber burn in them, so are quite useless."
Toys_and_Games,B002EEP3NO,Is this a faithful reproduction?,There is great detail in the different compartments of the lego star wars death star.
Toys_and_Games,B002EEP3NO,"Does this death star have the thermal exhaust port that Luke Skywalker uses to destroy it, or have they found a way to patch that weakness?","It's still there, but now it's only half the size of a womp rat."
Toys_and_Games,B002EEP3NO,Is there a risk of a slight weapons malfunction?,This is a boring conversation anyway...
Toys_and_Games,B002EEP3NO,Is the battle station fully operational?,"yes, Now witness the firepower of this fully armed and operational battlestation!Fire at will, Commander!"
Toys_and_Games,B002EEP3NO,Is there a kit available to convert this to an awesome chandelier?,This is not the chandelier you're looking for... ^_^
Toys_and_Games,B002EEP3NO,Have the security flaws that were part of the first two designs been removed in this version of the Death Star?,Yes.  Third time's the charm.
Toys_and_Games,B008MW6NW2,How tall is the house?,Over 3ft high. It's a big doll house.
Toys_and_Games,B008MW6NW2,does this dollhouse come with any furniture?,"No, it is sold separately."
Toys_and_Games,B008MW6NW2,Would this be for the lalaloopsy workshop dolls?  Are they considered regular or mini size?,This house is huge and is for the full size dolls.
Toys_and_Games,B008MW6NW2,Why you will not ship this item to Canada,This item is very heavy and it costs over $100 to ship to Canada.
Toys_and_Games,B008MW6NW2,Looking for reccomendatios on where to get furniture or accessories?,"you can find kitchen on Amazon, sometimes TJ Maxx has furniture, and Ebay."
Toys_and_Games,B008MW6NW2,Is this sized for the minis or the regular sized dolls?,Regular and littles not minis
Toys_and_Games,B008MW6NW2,Will it fit to a package box because i plan to shipp it to philippines?,"As stated below, the box was long (about 4 feet) and thin but quite heavy. It definitely would not fit in a balikbayan box.  Mabuhay!!!"
Toys_and_Games,B008MW6NW2,Product dimension when ship?,"Comes in a flat box. Pretty heavy for moving into house.  When put together it's about 3 feet wide, 4 feet high& about a foot deep. Takes a handy 60 year old Grandma about 2 1/2 hours to put together. Very sturdy."
Toys_and_Games,B00DQC2FPM,Will it go 88 MPH?,It will go faster than a Volkswagen Bus filled with RPG's and Libyan Nationalists.
Toys_and_Games,B00DQC2FPM,Does it include the figures?,"Yes, Marty, Doc and skateboard included."
Toys_and_Games,B00DQC2FPM,how large is it assembled?,About the size of a model car
Toys_and_Games,B00DQC2FPM,why is SHIELD spelled wrong?!  is it that way in the movie?,It's a printing mistake. LEGO CUUSOO is currently trying to work out a way to fix the problem.
Toys_and_Games,B00DQC2FPM,"i see 3 different time machine models, does this kit allow you to build all three or just one?",It includes the pieces to make different attachments and wheels so you can change between them.
Toys_and_Games,B00DQC2FPM,What age is this appropriate for,For 10 years old up.
Toys_and_Games,B00DQC2FPM,Why is this so expensive when it was like $35 at the Lego store?,"This is a popular set and is sold out at the LEGO store and most retailers. As supply dwindles and demand remains, the price will go up just like it does on most other collectibles and LEGO sets."
Toys_and_Games,B00DQC2FPM,What's with the life preserver?,The Marty minifigure is the character with the jacket that gets referred to as life preserver in the 1955 part of BTTF. Just the red sleeveless jacket! Hope this helps.
Toys_and_Games,B000U66YBI,about how big are the people and animals?,"Angel in yellow is taller than people; she's about 2 3/4 inches tall; people standing (like wise man in blue) about 2 1/2 in.  Camel is about 2 inches tall at top of his head, other animals are smaller."
Toys_and_Games,B000U66YBI,What is this set made out of?,A thick plastic (not flimsy)
Toys_and_Games,B000U66YBI,Is Baby Jesus separate from the manger?,"Yes, the Baby Jesus figure is separate from the manger."
Toys_and_Games,B000U66YBI,How many pieces are in this set?,There are 18 pieces in this set (including the stable & a bale of hay (which is shown behind the wise men).
Toys_and_Games,B000U66YBI,Where is this made?,"If you scroll down below the picture and description, etc of this set, and the other toys, there is a section called Product Details.  That says it comes from China."
Toys_and_Games,B000U66YBI,Where is this set manufactured?,"Unfortunately, like most everything else it's made in China."
Toys_and_Games,B000U66YBI,What are all the pieces in this set?,"There are 17 pieces. 2 Angels, Mary,Joseph, baby Jesus, manger, 3 wise men, 2 shepherds, sheep,ram,donkey,camel, Palm tree, and stable."
Toys_and_Games,B000U66YBI,what are the figures made of?,They are made out of a medium plastic.
Toys_and_Games,B005LTPQCC,How many decks are needed for 6 players?,"This double deck is fine for 6 players"""
Toys_and_Games,B005LTPQCC,how many decks of cards are in one order?,2 large numbers and the point value is also printed on the cards....good value and quality
Toys_and_Games,B005LTPQCC,Do these Cards come with rules 'How to Play Canasta'?,They do have rules in the box.
Toys_and_Games,B005LTPQCC,Do Canasta Decks of cards have the point value printed on the cards?,"Yes they do, which is very helpful when someone is just learning to play the game."
Toys_and_Games,B005LTPQCC,can they be used to play hand and foot?,Have never played that game so can't answer your question...
Toys_and_Games,B005LTPQCC,are the cards red or blue?,Back of cards are red.
Toys_and_Games,B005LTPQCC,how do these cards work in an automatic shuffler?,they would work just fine...the same as regular Bicycle cards...
Toys_and_Games,B005LTPQCC,"Do these cards have the points for Hands and Foot game. Big numbers?, On what?","yes   the cards do have the point value printed on them and the large numbers are great, even for those w/no vision problems."
Toys_and_Games,B00762BMOI,"Flight Time Are there any helicopters appropriate for 5-7 year olds with a flight time longer than a few minutes, but still durable?",Thanks for the info.
Toys_and_Games,B00762BMOI,Can you fly 5 of these at the same time?,"A 2.4ghz radio is not like the old 60 channels RC. Yes, you can fly 5 at the same time because each radio ""binds"" to each receiver inside the helicopter. No two frequencies in the 2.4Ghz frequency are the same when it comes to binding."
Toys_and_Games,B00762BMOI,can not get the reciever and transmitter to bind or sync together,"Make sure you have the copter on a flat level surface and then make sure your controller throttle stick is at the absolute bottom of the dance for throttle, what until the unit binds and the lights stop flashing and you will hear a beep. You are all set and binded to the controller , ready for flying!"
Toys_and_Games,B00762BMOI,Is the single propeller harder to fly then the dual propeller,yes. there is a learning curve involved. Once you learn you will never fly a dual prop ever again.
Toys_and_Games,B00762BMOI,how long do the batteries last,Each battery will last 5 to 7 minutes it will take 10 to 15 minutes to charge the batteries
Toys_and_Games,B00762BMOI,Shoul i buy new version battery or old version for this heli?,"The new version of this heli will ONLY accept the new batteries. They completely changed the battery compartment design to work with the newest model. These snap in, the old ones hung by a strap."
Toys_and_Games,B00762BMOI,Can it fly outside?,Yes but better have practice its a more touch outside due to wind
Toys_and_Games,B00762BMOI,does this heli have led lights for night flying,"Yes one red led,but beware of quality"
Toys_and_Games,B009W7HY56,does the bedding come with it,"Yes. Two little sheets, two pillows, and two pads."
Toys_and_Games,B009W7HY56,What is the clearance between top and bottom bunk? Can AG dolls easily fit into bottom bed?,Clearance is enough for AG doll to fit perfectly on bottom. Quality is worth price paid for this and just like the AG doll store product!
Toys_and_Games,B009W7HY56,How do beds stay together when stacked? Is it secure or does top bed fall easily? Can child take apart on her own?,With pegs. A child can do it themselves.  Sturdy enough that it will not fall. The ladder just rests on the side.
Toys_and_Games,B009W7HY56,Will cabbage patch dolls fit in it.,"Yes, they actually do fit in the bed. The bed itself is about '18 inches in length so cabbage patch dolls should fit."
Toys_and_Games,B009W7HY56,"Do the beds turn into two twins of the same height?  If so, how is that done?",Yes they just sit on top of each other. One bed has little pegs that fit into the other bed. They are not attached and come apart
Toys_and_Games,B009W7HY56,What color is the mattress pad?,"It is red, heart shaped pattern."
Toys_and_Games,B009W7HY56,Does the bed come with teh hearts painted on or are they stickers you can choose whether or not to apply?,"Not stickers, Comes with hearts painted on."
Toys_and_Games,B009W7HY56,Does this fit an American Girl Doll?,"Yes, it does quite well."
Toys_and_Games,9269809331,DO U HAVE TO BREAK IN THE ENGINE,Yes you need to run it for one full tank of fuel. After that you can fill it back up an make any necessary adjustments that need to be made to the carburetor etc.
Toys_and_Games,9269809331,is it a normal sized one or is it the small version,This is a good sized vehicle.  It looks a little bigger than a 1/10 scale but its a great car.
Toys_and_Games,9269809331,about how fast is it on road?,Just started to break in but it's very fast out of the box
Toys_and_Games,9269809331,How do you start it?,You need to buy fuel and then a starter kit..in the starter kit there will be a glow plug igniter u will insert and plug it to the plug let it stay on there and pull start it till it starts run for a bit then take igniter off and u should be ready to have some fun.. its really FAST!!
Toys_and_Games,9269809331,is it's good for bashing and riding in dirt or nahh....,tighten all the fasteners with Loctite and then it will be ok to bash
Toys_and_Games,9269809331,does it have a 2 speed transmission,"Yes, it has a two speed transmission"
Toys_and_Games,9269809331,is it ready to run or do you need to build it,It is ready to run but u need a starter kit to start it it heats the glow plug and it is very fast
Toys_and_Games,9269809331,does the speed controller come with it?,Frank there are no speed controllers on nitro trucks just servos
Toys_and_Games,B0009U7JNW,how big is it?,It's a reasonably big sized toy for a 4 - 6 yr old. The length is about 1.5 ft and its top stands about 10 inches off the ground.
Toys_and_Games,B0009U7JNW,do the 2 cans come with the truck?,Yes.  They do.
Toys_and_Games,B0009U7JNW,How big is it?,answer no 1 is about right 21 in long and about out 10 in high
Toys_and_Games,B0009U7JNW,"is the truck automated in any way, or is it manual functions?",It is all manual- batteries not required:)
Toys_and_Games,B0009U7JNW,Do you think that a Bruder Garbage truck is too difficult for a 2 year old.  He loves garbage trucks and has good goo d manual dexterity.  Please let,Two is the perfect age for this toy. By age three he will likely find garbage trucks a bit less interesting but at two years old they are fascinating.  This toy is easy enough for kids to have fun. Small 'garbage' may need to be uncaught from the bin periodically by an adult.
Toys_and_Games,B0009U7JNW,Do the trash cans come with the truck,"Yes, two of them. A blue and a yellow!"
Toys_and_Games,B0009U7JNW,Does the truck come with a man,"Wish it did, but little boys will definitely like this toy!! Actually women can do the work just as well as a man  can, so you are better off not asking if it comes with a man, they come with a lot of baggage!!"
Toys_and_Games,B0009U7JNW,"When the body tilts up, does it hold itself up?","No, it does not. You will need to hold it to keep it tilted."
Toys_and_Games,B000IG9PFC,Can this be folded up easily for storage,"Yes. The only hard, 'unfoldable' part is the volume control/battery storage which is located on the top center of the piano."
Toys_and_Games,B000IG9PFC,Do the keys light up as they're played?,NO the keys do not light up
Toys_and_Games,B000IG9PFC,Do you think it would be appropriate for adults as a party  game?,"Yes, it's a great kids toy, but adults would have a lot of fun with it, too."
Toys_and_Games,B000IG9PFC,how big is t?,6 feet wide by approx. 30 inches
Toys_and_Games,B000IG9PFC,"how thick is it, and i need to use for indoor playground,",About the thickness of a throw blanket.
Toys_and_Games,B000IG9PFC,Do the keys light up as you play them?,No they do not this is a soft surface mat that rolls or folds up.  This is not the floor piano from Big.  It does record and play back what the children play if you want it to. It has several instrument voices you can select and beat box feature that can create a rhythm section to play with.
Toys_and_Games,B000IG9PFC,"Do all 24 keys (black and white) function?  Also, can you play more than one key simultaneously. Or only one at a time?","Yes, you can play it like a piano ... you can even play your own notes to make music"
Toys_and_Games,B000IG9PFC,What pre-recorded songs does it play?  Thank you,They are just preselected melody sounds of each instrument.
Toys_and_Games,B002FP9L1W,"This is trusted for levitation tricks, right? Not some sewing gimmick?","Yes, but remember that the thread must be separated. It comes as a thicker thread, you must pull out the individual strands which are the invisible thread."
Toys_and_Games,B002FP9L1W,Whayt is the length of thread,"Not sure, it was on a spool, so pretty long, but be aware that it is not invisible but BLACK thread!!!"
Toys_and_Games,B002FP9L1W,aproximately how many loops can be made from the thread,Magicians thread is used for levitation effects and such. It is not elastic loop material which is a different item. (Specifically for making loops). But the thread has many individual threads and there is more than enough for the average magicians needs. Hope this helps.
Toys_and_Games,B002FP9L1W,"is the 40 feet of string one continuous string?  if not, how long is each strand?",It is one piece of string. You cut it to your needs.
Toys_and_Games,B002FP9L1W,is this ivisible ELASTIC thread or just invisible thread,Just thread.. Thought it was elastic thread. But it is NOT! Very misleading
Toys_and_Games,B002FP9L1W,what is the wax for,"You use tiny balls of wax to adhere the ends of the thread. If you're making an object float, you can quickly scrape the wax off to hand it out, then press the wax back in once the spectator hands it back."
Toys_and_Games,B002FP9L1W,"Is this the same invisible elastic thread as Mesika's elastics or in other words, the same invisible elastic thread designed for Mesika Loops?",No but this stuff is somewhat like it. It is strong and hard to detect. Works great but loops are made for certain effects and so isn't elastics/thread. All depends on what you're looking to do.
Toys_and_Games,B002FP9L1W,can you wear a white shirt and still use it?,"It depends on what you use it for, but for some tricks yes. It's a bit risky, but if it's far enough from your body (such as a hummer card routine) it should be fine."
Toys_and_Games,B002R0DQCU,What is the approximate RPM range for this motor?,There are four speeds:9 rpm20 rpm42 rpm88 rpm
Toys_and_Games,B002R0DQCU,what is the highest gear ratio?,Gear ratio 16 to 1 at 12vdc
Toys_and_Games,B002R0DQCU,Does this motor allow for reverse? Can you switch the polarity on the motor?,"Yes.  This works very well with an ""H Bridge"" circuit."
Toys_and_Games,B002R0DQCU,What are the dimensions of the box not including the hexagonal shaft?,"The box is 1 1/8"" long.. About 1"" tall.. and 3/4 "" wide.   or the top of the motor box."
Toys_and_Games,B002R0DQCU,is this just for toys or could this be used for a gearbox for a electric generator?,Toy only. Works fine wine 2 AA batteries
Toys_and_Games,B002R0DQCU,what is the VA of this motor?,"It's only rated at 3 volts, so not very high.I tried a 4.2 volt LiPo as V+  and it fried it."
Toys_and_Games,B002R0DQCU,What is motor voltage?,3 volts DC. Speed at this voltage will be 8400 rpm
Toys_and_Games,B002R0DQCU,can you run 9 volts through a hossen speed controller then to the motor to control the rpm's?,"If the input is 9 volts and the output of the speed controller is still a Variable 1 to 9 volts then if you exceed the approximate 3 volt rating of the stock motor, you will burn the motor out.  If you can regulate from 1 volt to 3 volts MAXIMUM voltage output,  then you should be OK."
Toys_and_Games,B003UYFJPY,Will this work on a Slash 4X4 with the Low CG Chassis?  Thanks.,"Yes but it will raise the center of grvity. The roll cage is great but it is heavy and puts a lot of stress on th pinion and spur gear, and you may have to ajust your suspention."
Toys_and_Games,B003UYFJPY,how heavy is this and will it fit the slash 4x4 stock chasis,It's heavy but offers good protection. You'll need to stiffen your suspension to keep the truck from bottoming out. It fits the Slash 4x4 great.
Toys_and_Games,B003UYFJPY,Does it work with an ECX torment?,it's nice and helps a lot. but is a little heavy and slows it down.
Toys_and_Games,B003UYFJPY,would this fit on a hpi blitz,No holes wont mount up right
Toys_and_Games,B003UYFJPY,can it fit slash raptor,"By ""slash raptor"" i assume you mean the ford raptor replica body for the slash? This cage will not fit it"
Toys_and_Games,B003UYFJPY,Does the plastic body still fit over it with this thing installed?,Yes it does. Small adjustments needed. Great cage for bashing durability.
Toys_and_Games,B003UYFJPY,is it for 1/10 slash,"Yes, but be sure to strengthen the frame because it adds a lot of weight to the car."
Toys_and_Games,B003UYFJPY,would it fit Traxxas Rally 1/10 4x4?,yes its got the chasis as the slash
Toys_and_Games,B004ZIOF2C,Does this work with quadcopters?,"Yes the DX7s with AR8000 works just fine with quadcopters and others.  You should join RCGroups.com and read through MultiRotor Talk in the  Aircraft-Electric-Multirotors section.Everything you want and need to know is there, ya just need to take the time to read through it all.Cheers"
Toys_and_Games,B004ZIOF2C,dose the DX7s 7-Ch RADIO SYSTEM COME WITH A CHARGER,Yes. It is just a ac adapter that plugs into the radio and charges the battery.
Toys_and_Games,B004ZIOF2C,"What does "" No SX's""  Mean?",No servos included.  This is a TX and RX package only.
Toys_and_Games,B004ZIOF2C,Do i need anything to complete this transmitter?,"it also includes the receiver, you have a complete system. ""..... with AR8000 Receiver""just make sure that the AR8000 receiver is compatible with your TOY."
Toys_and_Games,B004ZIOF2C,is this radio mode 2,"Acredito que seja, mas ainda nao recebi."
Toys_and_Games,B004ZIOF2C,what items included in the package??thx..,"Here is the list of items. By the way, it is a very nice transmitter indeed, Cheers* 128MB SD Card* 12V DC Power Supply* SPMAR8000 8-Channel Receiver* SPM6803 Male/Female Bind plug* Manual (User/Inst./Quick Start Guide)* Hex Wrench* DX7s Neck Strap* DX7s Decal Sheet"
Toys_and_Games,B004ZIOF2C,Does the DX7s offer wireless trainer option?,no.This is a great transmitter but it does not have a wireless trainer option.
Toys_and_Games,B004ZIOF2C,DOSE DX7s 7-CH. COME WITH A CHARGER,"It doesn't need one , it runs on AA batteries"
Toys_and_Games,B005FEZXLW,does it come assembled?,"Hi Robert, This item does require assembly for the: Front wheels, Rear Wheels, Steering Wheel, Speedometer, Windshield, Soft Roof and Mirror."
Toys_and_Games,B005FEZXLW,Would this fit a 4 yr old boy?  He is on the small side?,Yea it would he will love it
Toys_and_Games,B005FEZXLW,Can you ride it  inside on carpet and wooden flooring?,"Yes and no. It will go smoothly across carpet, tile, and wood flooring. However when you go to change gears (reverse or forward) in can leave black marks on the floor that won't come up."
Toys_and_Games,B005FEZXLW,does it drive well in the grass?,"No. It gets stuck quite often, especially if they yard is uneven. It needs a smooth surface for optimum driving. It'll drive on carpet ok as well."
Toys_and_Games,B005FEZXLW,Have Parental Remote Control ?,"No, there isn't a parental remote for this item."
Toys_and_Games,B005FEZXLW,how long does the battery last,"long enough, but needs a higher volt doesn't go very fast."
Toys_and_Games,B005FEZXLW,"Hello owners, does this car comes with a remote control for the fathers?","Nope..no remote control. So if you like to take if far with kid driving and you on foot and on way back if kid decide not to drive it again, count on sore hands or sore lower back for sure, depending on how you bring it back home. Ideally, put it in a car , go to a open space(park/indoor room), Let kid have all the fun and then repack it in your car and bring back home."
Toys_and_Games,B005FEZXLW,Does it have a remote control as well?,"No, it doesn't have a remote control. The kid can sit inside the car and press the pedal with right feet to drive it."
Toys_and_Games,B009A82UTC,Can you put this doll in water?,Hi tonya...this doll is all vinyl so that it can be put in water
Toys_and_Games,B009A82UTC,Does this doll is anatomically correct?,It's a doll.  What parts of the anatomy are you looking for?
Toys_and_Games,B009A82UTC,Does the legs stay permanently bent?,"Yes , they are bent."
Toys_and_Games,B009A82UTC,Can the bottle and soother fit in the mouth?,"no, the bottle and soother do not fit. Very cute doll though."
Toys_and_Games,B009A82UTC,"Do the arms and legs move?  Also, can it really go in the bathtub?","Arms and Legs move slightly, but do not pivot. Yes it really can go in the bath tub."
Toys_and_Games,B009A82UTC,Is there any way water can get inside the doll.,"If you submerge it for less than about 5 seconds, it can dry off just fine with no water inside, but as a bath toy it will fill up in the seams of the joints and is not made to do so.  Hope this helps!"
Toys_and_Games,B009A82UTC,can you put things in the bottle and feed the baby?,"Water can be put in the bottle, but the nipple is solid plastic so the liquid will not come out of it."
Toys_and_Games,B009A82UTC,Can this doll sit up in a high hair? Or stroller?,"It can sit up, but does lean forward a little because the spine is curved.  It can sit in a highchair and stroller."
Toys_and_Games,B000PU3GYM,How does this attach to a twin bed - Does a fitted sheet fit inside?,It has like and elastic band that fits aroud the matress. No sheet. U still need to purchase a sheet
Toys_and_Games,B000PU3GYM,Does the air bed come with it?,No just a sheet that fits over your matress
Toys_and_Games,B000PU3GYM,Can adults lay down in this tent to read to their child at night?,"Yes, a small adult could.  Might not be able to stretch out to the full length, but it does fit over a twin mattress.  It would be about perfect for a cuddly spoon position.  :)"
Toys_and_Games,B000PU3GYM,This will be placed on the top bunk of a bunk bed - so how tall is the tent?,Don't recall exactly but around 4 feet
Toys_and_Games,B000PU3GYM,does this fit on full size bed?,No.  It fits a single twin size bed perfectly.
Toys_and_Games,B000PU3GYM,Can you open side vents for air? Can a child actually sleep inside? Are there zippers to open the tent?,"Yes, you can open the vents.  No zippers, just Velcro, and it was absolutely made for a child to sleep in."
Toys_and_Games,B000PU3GYM,What color is this? One picture makes it look pink/green but the other makes it look purple/green.,Pink and green very pretty
Toys_and_Games,B000PU3GYM,Is the bottom open or closed? How does it attach to a twin bed?,"Closed. It fits around a mattress the same way a mattress cover would. However, the tent poles end up sliding off and causing the whole thing to shift."
Toys_and_Games,B001E747X4,What is the precise size of the dominoes?,"Great Size 1 1/2"" X 3/4"" -- the entire game is just under 2 lbs including case, trains, etc.  Great size for traveling, in fact with the numbers instead of dots --easier to play with in general. Highly recommend!"
Toys_and_Games,B001E747X4,what color is the number six & the number nine?,6 is yellow and 9 is lavender/purple
Toys_and_Games,B001E747X4,How much does it weigh?,It weighs 1.75 pounds.
Toys_and_Games,B001E747X4,Does the Mexican Train To Go set come with the small colored trains--or do you have to buy them separately?,It comes with six small colored trains.
Toys_and_Games,B001E747X4,are the tile numbers embossed so they don't wear off,"Numbers are imprinted, with the color inside the the slight indentation.  Numbers not put in very deep, but you can feel the difference with your finger tips."
Toys_and_Games,B001E747X4,Does this game provide the board for Chicken Foot game,No....no board was provided.
Toys_and_Games,B001E747X4,"Does this set have digits or dots for the number of each domino?  Says number in the description, but dots are pictured...",Colored numbers no dots at all
Toys_and_Games,B001E747X4,"Are these dominoes ones with the numbers or the dots?  The description says numbers, but the picture has the dots?",Numbers and each number is a different color
Toys_and_Games,B001JK1LR6,Whats the scale/size of furniture?,The scale is 1 inch = 1 foot
Toys_and_Games,B001JK1LR6,Is this for Barbie dolls or bigger 18 inch dolls?,It is miniature scale (1 inch = 1 foot); works great with dollhouse dolls or Polly Pocket type dolls.
Toys_and_Games,B001JK1LR6,What do you mean by assembly required?,This is a kit it comes unbuilt and unpainted. you assemble and paint or varnish it.
Toys_and_Games,B001JK1LR6,what is the scale of this furniture,"Hello James the scale is 1"" = 1' hope this helps   Barry Lange USAF med. ret."
Toys_and_Games,B001JK1LR6,what is the scale 1/2 in or 1 in,It is 1 inch scale.
Toys_and_Games,B001JK1LR6,would thid fit a barbie,No way to  small for a barbie
Toys_and_Games,B001JK1LR6,What is the dimension of the tallest piece in the set?,"7 1/4"" tall.  the three tallest pieces are the dining room hutch, the library bookcase, and the living room hutch/bookcase.  the dresser is 7"", and the fridge is 6""."
Toys_and_Games,B001JK1LR6,is this 1/2 scall because thats what i need,"If you are referring to the Greenleaf Doll Houses 6 Room Furniture Set, and you mean 1/2 inch to 1 foot, scale, the answer is NO.  The scale is 1 inch = 1 foot."
Toys_and_Games,B002Z998HK,Reverse on this boat?,"No, not on this boat.  Reverse is very rare on any RC boat."
Toys_and_Games,B002Z998HK,What is the size?,14.75 inches it's really small and slow
Toys_and_Games,B002Z998HK,how long is this boat and how fast?,"It's about 15 inches, and it goes about 15-20 depending on the water"
Toys_and_Games,B002Z998HK,How long is typical run time on an initial charge ? Just bought one and it lasted only 5 minsBummed !,"The stock battery is kinda small, pick up a 1600mAh and you should get about 8-10 minutes.  Don't feel bad, the really big and fast boats that go 60mph plus only last about 2-3 minutes!"
Toys_and_Games,B002Z998HK,is it a ready to run product,Yes this includes battery and charger.
Toys_and_Games,B002Z998HK,how big are the props,The props themselves are 30mm.
Toys_and_Games,B002Z998HK,how fast does it go,About 20 or 30 MPH
Toys_and_Games,B002Z998HK,how fast does this boat go,It goes fast!! The only problem is the battery life... max 10 min if you want it please buy a extended battery
Toys_and_Games,B0037UT2CC,Do the eyes open and close?,"Yes they.  This is very good, high quality doll.  Just adorable"
Toys_and_Games,B0037UT2CC,is the annie doll all vinyl,The whole thing is hard plastic.
Toys_and_Games,B0037UT2CC,"Is it easy to drain any water that gets inside this doll from ""swimming"" in the pool or bathtub?","No, it is very difficult to get the water out. The doll is not allowed in the bath anymore."
Toys_and_Games,B0037UT2CC,where can i buy another bottle that really works (not with fake milk) bottle is lost.,The only thing i could tell you is to try toys r us sorry i couldn't be more helpful
Toys_and_Games,B0037UT2CC,Does the doll drink water from the bottle or is it pretend?,Water flows freely....from the bottle and through the doll. :)
Toys_and_Games,B0037UT2CC,is the diaper reuseable ?   cloth or paper,It's a cloth diaper.
Toys_and_Games,B0037UT2CC,does the pacifier really stay in her mouth?,Yes. The pacifier does stay in the mouth if you push it all the way in. It is a nice tight fit.
Toys_and_Games,B0037UT2CC,What size baby clothes will fit her?,Since she is just 12 inches she is too small for baby clothes.
Toys_and_Games,B003QT1MCM,i have two elvis dolls. one is the 1968 comeback edition and the other is Elvis the king of las vegas. 18in tall. will they fit your case,i virtually won't fit. The head might stick out about a half inch. The stand is 18 inches with the base included. So it really is about 17.5 set on top of the base... if that makes any sense.
Toys_and_Games,B003QT1MCM,does it come with doll holder,yes; the doll holder is a piece that comes with the case and you insert it into the base of the case.
Toys_and_Games,B003QT1MCM,What is the with of this case?,"The case is 7"" square. Hope this helps."
Toys_and_Games,B003QT1MCM,Is This Goode For Wide Doll With Wings,It would depend on the width of the wings.  This is not a very sturdy case.  It will protect from dust but falls over easily.  It is all plastic.
Toys_and_Games,B003QT1MCM,can it a hold a bottle of liquor hennesey size 1 litter,"Yes, in fact it will likely be a bit large for your needs. Just so you know, this WON'T provide great protection for a breakable item. The case is just plastic. It will keep dust off your collectibles but that's about it. It's not bad for the price though."
Toys_and_Games,B003QT1MCM,Will it hold a teddy bear,It would depend on how fluffy the Teddy Bear is.
Toys_and_Games,B003QT1MCM,"Also, Is the Doll holder removeable?","It come unattached.  Does not stand alone, sticks into a hole in the bottom."
Toys_and_Games,B003QT1MCM,Is the doll holder adjustable,Yes.  It can be adjusted to roughly 3 inches in height.
